game_url,curator_link
https://store.steampowered.com/app/620/Portal_2/,https://store.steampowered.com/curators/curatorsreviewing/?appid=620
https://store.steampowered.com/app/730/CounterStrike_Global_Offensive/,https://store.steampowered.com/curators/curatorsreviewing/?appid=730
https://store.steampowered.com/app/570/Dota_2/,https://store.steampowered.com/curators/curatorsreviewing/?appid=570
